mean_amplitude,std_amplitude,kurtosis_amplitude,mean_phase,std_phase,std_inst_freq,M2,M4,M6,C20,C40,C42,papr,zero_crossing_rate,snr_db,modulation
1.7423964751565513,0.8872094923212054,2.9657818655830126,25.45838837143406,8.701318673177028,1.7892375105223288,0.6258277425331917,1.0385090142024107,16.97527260143351,0.6258277425331917,0.4428020161432204,1.3309014378381399,5.956900021039949,0.464,-5,BPSK
1.8542373696352346,0.9481080754097582,3.102416030446316,3.566908050283032,15.778837531071842,1.788625250619056,0.9625364086717758,3.3248572606507807,154.83744225415325,0.9625364086717758,4.487147022424065,2.1754316047144684,6.143224997507948,0.488,-5,BPSK
1.8730558218479858,0.9315591475891846,3.1529230455729236,4.848238037063024,12.183310175797775,1.7894195267778417,0.8558246782009086,5.605856455570944,49.79134516480341,0.8558246782009086,6.951151721167296,3.263441656132862,6.438764055890224,0.462,-5,BPSK
1.772625642642275,0.9045052016708108,3.041435214258353,-63.238532813386826,25.195813175626707,1.8604775643439713,0.9641912056131154,1.8420066647902373,36.19596292248621,0.9641912056131154,1.7110632571614812,2.2330528347782774,5.895901595386378,0.526,-5,BPSK
1.7615413673845957,0.9157861940261947,3.074214494203489,-29.015589219834695,13.73109856034156,1.8274276351413137,0.8320647342187361,3.585349170055979,77.53612792243004,0.8320647342187361,1.628099609068784,1.2158425608084293,7.961187522269121,0.492,-5,BPSK
1.869664936414321,0.9618878204764001,3.0083256682009587,-5.947306724837535,9.721917289180892,1.8459038451374277,1.3394832489797854,3.423470642442399,26.397024935110196,1.3394832489797854,6.900439822251867,3.126665912412477,5.5396531368413875,0.504,-5,BPSK
1.8805323901291822,0.9260101849709517,3.370424731343224,17.152486523097057,16.4507467343124,1.8214719129460448,1.4648518315128385,3.366489110588806,145.04661217701621,1.4648518315128385,5.046022783673401,4.046614939406027,6.974174831486466,0.51,-5,BPSK
1.8456446609000805,0.9307141701133466,3.338642784317931,-72.75330865624397,39.06710946473848,1.8434897985248229,1.0000958988141444,3.491252776177157,132.59596360077927,1.0000958988141444,1.4264724781159253,2.1746566393660203,7.601990284418568,0.504,-5,BPSK
1.8079667645315578,0.8743731130920195,3.3643272787144527,25.139133451831395,11.877674484581496,1.8609209274648888,0.6506878079797542,4.479474654212639,62.81819644370631,0.6506878079797542,5.7492284530604865,2.601372146350208,6.592158491100945,0.486,-5,BPSK
1.808268732918395,0.9216209030725107,3.038912535040193,6.5457968664625445,10.59437678809694,1.8319315946210781,0.8918621656308386,2.634466480652355,45.167341594421956,0.8918621656308386,3.987500453344875,1.7581894204343556,5.574857861918678,0.514,-5,BPSK
1.8438363793996337,0.9393826084176811,3.013462796813622,-40.98749338211992,25.666161283252695,1.9116361709675789,1.1939544959597062,3.379100988459803,47.70121210896808,1.1939544959597062,1.8543255341129867,3.3231220354952313,6.389144430560244,0.57,-5,BPSK
1.824287100373175,0.9707685682716858,3.4228465205869303,-34.826069165967844,10.21261105565374,1.7574935108284193,1.0630300632750032,3.7153408692573766,139.64563874795044,1.0630300632750032,5.661475027115722,0.5625898750401248,7.607578835187774,0.462,-5,BPSK
1.7561086022753936,0.8832938982065509,3.6569009795025464,-25.059494949670825,18.310048054035082,1.8229570574321352,0.8025719551901629,0.6421122593160427,31.941124794958547,0.8025719551901629,1.5450711744837613,1.441178801112244,6.894429094384347,0.506,-5,BPSK
1.8378575440356621,0.9560041151935725,3.223478807647903,-5.308786094229771,12.864454348746891,1.8542239732056398,1.0386241699060503,4.349011045124474,16.57122400831571,1.0386241699060503,2.1782677075551575,1.1672450677136936,7.552071765881029,0.528,-5,BPSK
1.8608056765817191,0.9273260016538447,3.018039122556231,-66.36158888489453,37.2226567750708,1.7422466220326298,0.8647741835734613,0.9122502251477212,136.16266615012924,0.8647741835734613,1.6371229304804642,2.8910465221891997,5.511930463135601,0.486,-5,BPSK
1.8299406016396367,0.9508841825147913,3.496373459067915,-7.5019879184741125,19.169736650295505,1.8864567169187778,1.274059697111893,1.8919816362673645,81.95485961831741,1.274059697111893,6.449458977314492,0.7301875758727832,6.515150789452648,0.536,-5,BPSK
1.7761881446582855,0.9069210695169696,2.9429577151898787,-31.308440974846604,16.121485811025078,1.8512613027791749,0.6655780038975361,3.1075229250181278,54.94281761261861,0.6655780038975361,4.400022101957596,1.969819105225568,6.344895187341986,0.482,-5,BPSK
1.8218841474284495,0.9321536045522658,2.906397345907593,-0.7123417328478509,13.967548530624896,1.8556279860259839,0.8905958508996229,1.1145917297009438,80.38536421486822,0.8905958508996229,1.939805774167966,2.018564141690952,5.947184640010566,0.51,-5,BPSK
1.8034542014765171,0.9243596303037372,3.7809711304815763,20.881586129093254,17.814568269375844,1.7686188177918456,0.8041677896891749,6.113445338722062,65.24607905082307,0.8041677896891749,8.039587531354398,0.00347906377267293,7.511202591651693,0.496,-5,BPSK
1.7419454681724733,0.9164599847248533,2.7126926931901276,-7.670718387903295,17.60179494918857,1.8748783228107893,1.0524178065465544,2.7937523652291323,31.490881625147498,1.0524178065465544,1.703060793276912,1.8842543075718154,5.261646960040474,0.53,-5,BPSK
